"outcomeName","trueLogRr","logRr","seLogRr"
"Blepharitis","0","-0.227712325328399","0.14197011221428099"
"Blepharitis","0.405465108108164","0.185969890562833","0.128863619815729"
"Obesity","1.3862943611198899","1.58732370162689","0.071329413714929901"
"Obesity","0.405465108108164","0.61746846508863096","0.080067215987970397"
"Obesity","0","0.186051406496583","0.086874662739071906"
"Obesity","0.69314718055994495","0.889620371908733","0.076764398422505098"
"Cellulitis","1.3862943611198899","1.1559219031391199","0.0703579359598938"
"Cellulitis","0.69314718055994495","0.47280151106712498","0.077493358489411496"
"Cellulitis","0.405465108108164","0.18555559462301899","0.0819285993530042"
"Cellulitis","0","-0.22889311585288999","0.0902809864233068"
"Dyssomnia","1.3862943611198899","1.4131112241300099","0.077041906288904893"
"Dyssomnia","0.69314718055994495","0.70078591150311298","0.083996356797953697"
"Dyssomnia","0.405465108108164","0.46717716735482201","0.087309679846780106"
"Dyssomnia","0","0.026423105086271999","0.095746953305730506"
"Psychotic disorder","1.3862943611198899","1.2641926128472201","0.11659847315753701"
"Psychotic disorder","0.69314718055994495","0.60785309739069404","0.12708524066302801"
"Psychotic disorder","0.405465108108164","0.275046853887777","0.134927006604209"
"Psychotic disorder","0","-0.11206017656875999","0.14755841444537399"
"Human papilloma virus infection","0","-0.25186978816945998","0.193809806741671"
"Anxiety disorder","0.405465108108164","0.29477490269927098","0.084634864949348396"
"Anxiety disorder","1.3862943611198899","1.2641321620034001","0.073393589692665601"
"Anxiety disorder","0","-0.081228633327986494","0.092087902210390496"
"Anxiety disorder","0.69314718055994495","0.58384259299282903","0.080218961408508399"
"Barrett's esophagus","0","-0.0132564740068319","0.258017757347763"
"Neurologic disorder associated with diabetes mellitus","1.3862943611198899","1.3273925243139899","0.11125483059622"
"Neurologic disorder associated with diabetes mellitus","0","-0.046665059278947499","0.139138669865595"
"Neurologic disorder associated with diabetes mellitus","0.69314718055994495","0.63872991693219705","0.121337985447487"
"Neurologic disorder associated with diabetes mellitus","0.405465108108164","0.35357737546640999","0.127552080257614"
"Plantar fasciitis","0","0.27733603492792702","0.22338998535989499"
"Gammopathy","0","-0.10777929400844601","0.22916107093841301"
"Fracture of upper limb","0","-0.20057400323820501","0.186683275115581"
"Superficial mycosis","0.405465108108164","0.31955916374250098","0.14086781172433199"
"Superficial mycosis","1.3862943611198899","1.3926351182974199","0.121270013675782"
"Superficial mycosis","0","-0.069393984244101703","0.15348865482903101"
"Superficial mycosis","0.69314718055994495","0.67251006684930004","0.13237271055517999"
"Malignant tumor of breast","0","-0.108055220456936","0.31133989476364599"
"Communication disorder","0","-0.106520415764486","0.150774658131553"
"Arthritis of spine","0.405465108108164","0.37420073719560598","0.084827137795178295"
"Arthritis of spine","0.69314718055994495","0.64854275774325798","0.081039006913237205"
"Arthritis of spine","1.3862943611198899","1.3252218263226501","0.074421408535590497"
"Arthritis of spine","0","-0.047126467930870997","0.0928292404366238"
"Diabetic retinopathy","0","-0.031238394265661999","0.237105564824827"
"Inflammation of sacroiliac joint","0","0.118794056712096","0.29377822556765598"
"Cutis laxa","0","-0.56541183025492003","0.243223487748633"
"Arthropathy of knee joint","0.405465108108164","0.34157270889404601","0.087473979650156297"
"Arthropathy of knee joint","0.69314718055994495","0.63181972150677101","0.083159492873366797"
"Arthropathy of knee joint","1.3862943611198899","1.33701450878259","0.076307464891917295"
"Arthropathy of knee joint","0","-0.0600091923736914","0.095437431074951895"
